Total Bits Compared,Bit Errors,BER
1632,4,0.00245098
1632,10,0.00612745
1632,6,0.00367647
1632,6,0.00367647
1632,7,0.00428922
1632,677,0.41482843
1632,7,0.00428922
1632,2,0.00122549
1632,6,0.00367647
1632,4,0.00245098
1632,2,0.00122549
1632,2,0.00122549
1632,4,0.00245098
1632,7,0.00428922
1632,8,0.00490196
1632,6,0.00367647
1632,7,0.00428922
1632,4,0.00245098
1632,2,0.00122549
1632,758,0.46446078
1632,4,0.00245098
1632,10,0.00612745
1632,2,0.00122549
1632,2,0.00122549
1632,5,0.00306373
1632,6,0.00367647
1632,779,0.47732843
1632,2,0.00122549
1632,8,0.00490196
1632,2,0.00122549
1632,8,0.00490196
1632,5,0.00306373
1632,6,0.00367647
1632,6,0.00367647
1632,2,0.00122549
1632,2,0.00122549
1408,9,0.00639205
1632,4,0.00245098
1632,2,0.00122549
1632,2,0.00122549
1632,880,0.53921569
1632,875,0.53615196
1632,881,0.53982843
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,887,0.54350490
1632,884,0.54166667
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,892,0.54656863
1632,890,0.54534314
1632,879,0.53860294
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,875,0.53615196
1632,883,0.54105392
1632,879,0.53860294
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,873,0.53492647
1632,881,0.53982843
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,885,0.54227941
1632,894,0.54779412
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,878,0.53799020
1624,463,0.28509852
1632,877,0.53737745
1632,877,0.53737745
1544,340,0.22020725
1632,877,0.53737745
1632,877,0.53737745
1632,878,0.53799020
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,885,0.54227941
1632,877,0.53737745
1632,877,0.53737745
1632,927,0.56801471
1632,887,0.54350490
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,879,0.53860294
1632,890,0.54534314
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,891,0.54595588
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,878,0.53799020
1632,880,0.53921569
1632,891,0.54595588
1632,877,0.53737745
1632,877,0.53737745
1632,924,0.56617647
1632,915,0.56066176
1632,879,0.53860294
1632,877,0.53737745
1632,801,0.49080882
1632,794,0.48651961
1632,877,0.53737745
1632,869,0.53247549
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,876,0.53676471
1632,877,0.53737745
1632,877,0.53737745
1632,833,0.51041667
1632,887,0.54350490
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1544,343,0.22215026
1632,877,0.53737745
1632,816,0.50000000
1632,883,0.54105392
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,816,0.50000000
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,886,0.54289216
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,807,0.49448529
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,890,0.54534314
1632,877,0.53737745
1632,877,0.53737745
1632,891,0.54595588
1632,879,0.53860294
1632,877,0.53737745
1632,877,0.53737745
1632,871,0.53370098
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,884,0.54166667
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,878,0.53799020
1632,875,0.53615196
1632,879,0.53860294
1632,806,0.49387255
1632,877,0.53737745
1632,883,0.54105392
1632,884,0.54166667
1632,889,0.54473039
1632,877,0.53737745
1632,877,0.53737745
1632,898,0.55024510
1632,875,0.53615196
1632,874,0.53553922
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1368,307,0.22441520
1632,876,0.53676471
1632,877,0.53737745
1632,896,0.54901961
1632,877,0.53737745
1632,877,0.53737745
1632,795,0.48713235
1632,886,0.54289216
1632,877,0.53737745
1632,877,0.53737745
1632,878,0.53799020
1632,880,0.53921569
1632,880,0.53921569
1632,877,0.53737745
1632,877,0.53737745
1632,886,0.54289216
1632,877,0.53737745
1632,877,0.53737745
1560,407,0.26089744
1632,877,0.53737745
1632,871,0.53370098
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,886,0.54289216
1632,877,0.53737745
1632,878,0.53799020
1632,877,0.53737745
1632,879,0.53860294
1632,877,0.53737745
1632,839,0.51409314
1632,877,0.53737745
1632,877,0.53737745
1544,350,0.22668394
1632,877,0.53737745
1632,877,0.53737745
1632,921,0.56433824
1632,878,0.53799020
1632,877,0.53737745
1560,737,0.47243590
1632,843,0.51654412
1632,875,0.53615196
1632,877,0.53737745
1632,919,0.56311275
1632,924,0.56617647
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,890,0.54534314
1632,889,0.54473039
1632,881,0.53982843
1632,877,0.53737745
1632,881,0.53982843
1632,876,0.53676471
1632,879,0.53860294
1544,350,0.22668394
1632,889,0.54473039
1632,877,0.53737745
1632,891,0.54595588
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,908,0.55637255
1632,904,0.55392157
1632,877,0.53737745
1632,904,0.55392157
1632,877,0.53737745
1632,877,0.53737745
1632,879,0.53860294
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,877,0.53737745
1632,879,0.53860294
1632,880,0.53921569
1632,886,0.54289216
1632,883,0.54105392
1632,859,0.52634804
1632,877,0.53737745
1632,877,0.53737745
1632,924,0.56617647
1632,877,0.53737745
1632,929,0.56924020
1632,889,0.54473039
1632,880,0.53921569
1632,877,0.53737745
1632,877,0.53737745
1632,889,0.54473039
1632,906,0.55514706
1632,886,0.54289216
1632,877,0.53737745
736,312,0.42391304
1632,877,0.53737745
1632,891,0.54595588
1632,877,0.53737745
1632,847,0.51899510
1632,893,0.54718137
1632,877,0.53737745
1632,877,0.53737745
1192,315,0.26426174
1632,815,0.49938725
1632,877,0.53737745
1632,4,0.00245098
1632,12,0.00735294
1632,12,0.00735294
1632,12,0.00735294
1632,7,0.00428922
1632,7,0.00428922
1632,2,0.00122549
1632,9,0.00551471
1632,10,0.00612745
1632,7,0.00428922
1632,16,0.00980392
1632,6,0.00367647
1632,2,0.00122549
1632,2,0.00122549
1632,5,0.00306373
1632,10,0.00612745
1632,13,0.00796569
1632,8,0.00490196
1632,8,0.00490196
1632,2,0.00122549
1632,2,0.00122549
1632,6,0.00367647
1632,7,0.00428922
1632,8,0.00490196
1632,14,0.00857843
1632,3,0.00183824
1632,2,0.00122549
1632,7,0.00428922
1632,12,0.00735294
1632,12,0.00735294
1632,8,0.00490196
896,63,0.07031250
1632,16,0.00980392
1368,42,0.03070175
1176,12,0.01020408
1440,7,0.00486111
1632,9,0.00551471
1632,5,0.00306373
1632,12,0.00735294
1632,8,0.00490196
760,195,0.25657895
1632,14,0.00857843
1632,909,0.55698529
1368,90,0.06578947
992,3,0.00302419
1632,9,0.00551471
1632,218,0.13357843
984,129,0.13109756
1632,10,0.00612745
1632,8,0.00490196
1632,904,0.55392157
1632,496,0.30392157
1632,881,0.53982843
1632,554,0.33946078
1632,533,0.32659314
1368,90,0.06578947
1632,872,0.53431373
1528,686,0.44895288
1632,574,0.35171569
1632,10,0.00612745
1368,182,0.13304094
1368,185,0.13523392
8,2,0.25000000
1632,86,0.05269608
672,172,0.25595238
1632,88,0.05392157
1176,278,0.23639456
1320,609,0.46136364
1632,9,0.00551471
1632,11,0.00674020
1632,410,0.25122549
1632,310,0.18995098
624,52,0.08333333
1632,176,0.10784314
1632,881,0.53982843
840,3,0.00357143
1368,191,0.13961988
1632,149,0.09129902
1632,821,0.50306373
856,199,0.23247664
1456,5,0.00343407
1632,710,0.43504902
1632,309,0.18933824
1632,11,0.00674020
1368,55,0.04020468
1368,56,0.04093567
1632,245,0.15012255
1632,836,0.51225490
648,1,0.00154321
1632,576,0.35294118
1632,86,0.05269608
1632,537,0.32904412
1368,319,0.23318713
1632,2,0.00122549
656,165,0.25152439
1632,83,0.05085784
1632,6,0.00367647
1632,8,0.00490196
1632,181,0.11090686
1632,9,0.00551471
1632,761,0.46629902
1632,39,0.02389706
1104,135,0.12228261
1632,18,0.01102941
1632,8,0.00490196
1024,452,0.44140625
504,193,0.38293651
1008,352,0.34920635
1632,268,0.16421569
1632,413,0.25306373
1368,74,0.05409357
1632,4,0.00245098
1632,9,0.00551471
1368,252,0.18421053
1632,253,0.15502451
144,38,0.26388889
1632,319,0.19546569
1064,187,0.17575188
1368,229,0.16739766
1560,608,0.38974359
1368,294,0.21491228
1120,231,0.20625000
1632,7,0.00428922
1368,286,0.20906433
832,270,0.32451923
1632,7,0.00428922
1632,6,0.00367647
1632,9,0.00551471
1136,466,0.41021127
1632,278,0.17034314
1608,406,0.25248756
1632,133,0.08149510
440,237,0.53863636
1632,264,0.16176471
1632,921,0.56433824
1632,836,0.51225490
944,380,0.40254237
1632,14,0.00857843
1632,553,0.33884804
1632,4,0.00245098
1368,298,0.21783626
1632,375,0.22977941
1632,2,0.00122549
1000,324,0.32400000
1632,648,0.39705882
1632,445,0.27267157
1632,888,0.54411765
1368,200,0.14619883
1384,462,0.33381503
1472,335,0.22758152
1128,13,0.01152482
1632,4,0.00245098
1632,722,0.44240196
1632,382,0.23406863
1632,11,0.00674020
872,421,0.48279817
1384,326,0.23554913
1368,113,0.08260234
1632,361,0.22120098
960,221,0.23020833
1632,9,0.00551471
1632,7,0.00428922
1632,2,0.00122549
1632,406,0.24877451
1488,0,0.00000000
1496,8,0.00534759
720,9,0.01250000
1632,14,0.00857843
1576,619,0.39276650
1368,292,0.21345029
1632,324,0.19852941
1632,96,0.05882353
1632,417,0.25551471
1632,5,0.00306373
1632,321,0.19669118
1632,2,0.00122549
1632,877,0.53737745
1632,263,0.16115196
88,2,0.02272727
1632,9,0.00551471
1632,700,0.42892157
1632,99,0.06066176
1368,173,0.12646199
1632,111,0.06801471
1368,313,0.22880117
1392,679,0.48778736
1632,328,0.20098039
1368,160,0.11695906
1632,799,0.48958333
1632,800,0.49019608
864,282,0.32638889
1632,6,0.00367647
1368,146,0.10672515
1632,9,0.00551471
1496,543,0.36296791
1632,8,0.00490196
1104,270,0.24456522
1192,30,0.02516779
1632,6,0.00367647
1104,18,0.01630435
1368,195,0.14254386
1632,15,0.00919118
768,199,0.25911458
1128,213,0.18882979
1632,141,0.08639706
1632,10,0.00612745
1368,193,0.14108187
1632,2,0.00122549
1632,7,0.00428922
1632,841,0.51531863
1632,904,0.55392157
1456,7,0.00480769
1368,182,0.13304094
1632,498,0.30514706
1632,892,0.54656863
1632,815,0.49938725
1368,28,0.02046784
1120,168,0.15000000
1368,153,0.11184211
1368,150,0.10964912
1632,56,0.03431373
1632,168,0.10294118
1632,2,0.00122549
1632,876,0.53676471
576,2,0.00347222
1632,10,0.00612745
1632,8,0.00490196
1632,923,0.56556373
1584,419,0.26452020
1368,51,0.03728070
1632,734,0.44975490
752,184,0.24468085
976,328,0.33606557
1632,680,0.41666667
1632,7,0.00428922
664,30,0.04518072
1632,12,0.00735294
424,11,0.02594340
1632,6,0.00367647
1368,35,0.02558480
1368,237,0.17324561
1632,9,0.00551471
1632,572,0.35049020
1632,895,0.54840686
1632,197,0.12071078
1368,161,0.11769006
1632,44,0.02696078
1216,303,0.24917763
1368,10,0.00730994
1632,7,0.00428922
1184,69,0.05827703
1632,380,0.23284314
1632,5,0.00306373
1632,9,0.00551471
1632,5,0.00306373
1632,8,0.00490196
1632,11,0.00674020
1632,2,0.00122549
1632,2,0.00122549
1632,8,0.00490196
1632,9,0.00551471
1632,7,0.00428922
1632,12,0.00735294
1632,7,0.00428922
1632,2,0.00122549
1632,6,0.00367647
1632,8,0.00490196
1632,8,0.00490196
1632,13,0.00796569
1632,11,0.00674020
1632,3,0.00183824
1632,2,0.00122549
1632,9,0.00551471
1632,6,0.00367647
1632,12,0.00735294
1632,7,0.00428922
1632,9,0.00551471
1632,2,0.00122549
1632,5,0.00306373
1632,8,0.00490196
1632,9,0.00551471
1632,10,0.00612745
1632,6,0.00367647
1632,2,0.00122549
1632,2,0.00122549
1632,5,0.00306373
1384,538,0.38872832
1368,167,0.12207602
1632,18,0.01102941
1368,348,0.25438596
1632,2,0.00122549
1368,229,0.16739766
1480,539,0.36418919
1632,329,0.20159314
1632,611,0.37438725
1632,710,0.43504902
1632,16,0.00980392
1248,409,0.32772436
1632,6,0.00367647
1368,189,0.13815789
1632,96,0.05882353
1632,256,0.15686275
1632,828,0.50735294
680,4,0.00588235
1632,2,0.00122549
1448,539,0.37223757
912,362,0.39692982
1104,39,0.03532609
1632,8,0.00490196
1368,18,0.01315789
1632,6,0.00367647
1368,154,0.11257310
1632,8,0.00490196
1464,91,0.06215847
1632,81,0.04963235
1632,498,0.30514706
1632,9,0.00551471
1632,6,0.00367647
1632,6,0.00367647
1632,872,0.53431373
1632,84,0.05147059
1368,44,0.03216374
1632,11,0.00674020
1368,103,0.07529240
1528,177,0.11583770
1632,378,0.23161765
312,169,0.54166667
1104,160,0.14492754
936,259,0.27670940
1248,3,0.00240385
1632,552,0.33823529
1368,158,0.11549708
176,83,0.47159091
1632,11,0.00674020
1632,11,0.00674020
1632,904,0.55392157
1632,3,0.00183824
1632,9,0.00551471
1232,118,0.09577922
1632,189,0.11580882
1632,323,0.19791667
1632,6,0.00367647
1368,196,0.14327485
1376,8,0.00581395
1632,151,0.09252451
1632,716,0.43872549
1368,323,0.23611111
1632,834,0.51102941
440,237,0.53863636
1632,265,0.16237745
1632,930,0.56985294
432,9,0.02083333
1632,82,0.05024510
1632,8,0.00490196
1632,9,0.00551471
1632,2,0.00122549
1632,660,0.40441176
1368,24,0.01754386
1104,149,0.13496377
1632,10,0.00612745
1608,283,0.17599502
1632,6,0.00367647
1632,43,0.02634804
1632,481,0.29473039
1632,326,0.19975490
1104,13,0.01177536
1368,196,0.14327485
1632,79,0.04840686
1632,7,0.00428922
1104,192,0.17391304
1632,8,0.00490196
1632,303,0.18566176
1632,904,0.55392157
1368,254,0.18567251
376,0,0.00000000
1632,9,0.00551471
1224,385,0.31454248
1368,104,0.07602339
944,4,0.00423729
1480,4,0.00270270
1632,6,0.00367647
1632,11,0.00674020
1368,311,0.22733918
1368,85,0.06213450
1632,800,0.49019608
1632,684,0.41911765
1632,206,0.12622549
1104,209,0.18931159
1632,192,0.11764706
1632,10,0.00612745
1632,6,0.00367647
1632,7,0.00428922
1632,870,0.53308824
1632,15,0.00919118
1632,891,0.54595588
1632,904,0.55392157
1632,919,0.56311275
456,110,0.24122807
1632,9,0.00551471
1632,7,0.00428922
1208,22,0.01821192
1632,99,0.06066176
1632,453,0.27757353
712,1,0.00140449
1632,64,0.03921569
1632,56,0.03431373
1632,2,0.00122549
1248,128,0.10256410
1632,10,0.00612745
1632,9,0.00551471
1632,904,0.55392157
1632,10,0.00612745
1632,286,0.17524510
1632,893,0.54718137
1368,128,0.09356725
1632,406,0.24877451
1632,712,0.43627451
1408,14,0.00994318
1632,3,0.00183824
1632,2,0.00122549
1632,437,0.26776961
1256,331,0.26353503
1632,823,0.50428922
1632,548,0.33578431
1368,55,0.04020468
1632,2,0.00122549
1632,803,0.49203431
1368,239,0.17470760
672,110,0.16369048
1632,686,0.42034314
1632,667,0.40870098
1528,12,0.00785340
1632,12,0.00735294
656,89,0.13567073
1632,13,0.00796569
360,50,0.13888889
1632,57,0.03492647
912,361,0.39583333
1632,783,0.47977941
1632,852,0.52205882
1632,581,0.35600490
1632,2,0.00122549
1632,5,0.00306373
1368,328,0.23976608
1632,851,0.52144608
1632,12,0.00735294
1632,10,0.00612745
1632,7,0.00428922
1632,12,0.00735294
1632,12,0.00735294
1632,2,0.00122549
1632,7,0.00428922
1632,9,0.00551471
1632,4,0.00245098
1632,7,0.00428922
1632,9,0.00551471
1632,2,0.00122549
1632,2,0.00122549
1368,91,0.06652047
1632,2,0.00122549
1632,90,0.05514706
640,73,0.11406250
1368,12,0.00877193
1632,656,0.40196078
1632,3,0.00183824
1632,338,0.20710784
1632,7,0.00428922
1384,354,0.25578035
1104,268,0.24275362
1632,747,0.45772059
1368,132,0.09649123
1632,871,0.53370098
1632,735,0.45036765
1632,402,0.24632353
1368,189,0.13815789
608,5,0.00822368
1632,134,0.08210784
1368,107,0.07821637
912,216,0.23684211
1632,543,0.33272059
1632,898,0.55024510
1544,874,0.56606218
1384,191,0.13800578
1632,814,0.49877451
1480,404,0.27297297
1104,102,0.09239130
424,112,0.26415094
1632,434,0.26593137
1632,8,0.00490196
1632,7,0.00428922
1368,21,0.01535088
1632,8,0.00490196
1632,357,0.21875000
1632,774,0.47426471
1624,807,0.49692118
1440,718,0.49861111
1632,335,0.20526961
1440,575,0.39930556
1632,9,0.00551471
840,221,0.26309524
1632,591,0.36213235
1632,10,0.00612745
1632,534,0.32720588
1632,575,0.35232843
1632,427,0.26164216
928,212,0.22844828
1632,106,0.06495098
1160,268,0.23103448
1368,36,0.02631579
1632,678,0.41544118
1632,12,0.00735294
1368,90,0.06578947
1632,883,0.54105392
1368,230,0.16812865
1632,662,0.40563725
1632,350,0.21446078
1248,132,0.10576923
1480,538,0.36351351
816,249,0.30514706
1632,321,0.19669118
1120,18,0.01607143
1632,165,0.10110294
1632,522,0.31985294
1152,16,0.01388889
1632,130,0.07965686
1632,692,0.42401961
1632,709,0.43443627
1632,7,0.00428922
1632,8,0.00490196
1368,173,0.12646199
1632,906,0.55514706
688,1,0.00145349
1632,86,0.05269608
1632,226,0.13848039
1088,578,0.53125000
1008,1,0.00099206
1368,147,0.10745614
1632,7,0.00428922
1632,660,0.40441176
1632,4,0.00245098
1232,121,0.09821429
1384,226,0.16329480
624,54,0.08653846
1632,8,0.00490196
1632,5,0.00306373
1104,263,0.23822464
1632,491,0.30085784
1632,302,0.18504902
1632,140,0.08578431
1632,2,0.00122549
1632,2,0.00122549
1368,115,0.08406433
1632,381,0.23345588
1368,251,0.18347953
1632,623,0.38174020
1632,3,0.00183824
1632,924,0.56617647
1632,11,0.00674020
1368,294,0.21491228
1384,105,0.07586705
1632,6,0.00367647
1280,726,0.56718750
992,524,0.52822581
1200,102,0.08500000
1104,134,0.12137681
1632,37,0.02267157
1632,7,0.00428922
1400,468,0.33428571
1104,8,0.00724638
1384,16,0.01156069
1632,8,0.00490196
328,2,0.00609756
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
8,2,0.25000000
24,14,0.58333333
8,2,0.25000000
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
24,14,0.58333333
1632,847,0.51899510
1632,854,0.52328431
8,2,0.25000000
1632,882,0.54044118
1632,857,0.52512255
1632,5,0.00306373
1632,5,0.00306373
1632,5,0.00306373
1632,4,0.00245098
1632,7,0.00428922
1632,2,0.00122549
1632,7,0.00428922
1632,5,0.00306373
1632,3,0.00183824
1632,6,0.00367647
1632,5,0.00306373
1632,2,0.00122549
1632,2,0.00122549
1632,7,0.00428922
1632,8,0.00490196
1632,6,0.00367647
1632,5,0.00306373
1632,6,0.00367647
1632,2,0.00122549
1632,3,0.00183824
1152,292,0.25347222
1104,33,0.02989130
1632,179,0.10968137
1632,3,0.00183824
1632,2,0.00122549
1632,919,0.56311275
1632,4,0.00245098
1632,191,0.11703431
1072,518,0.48320896
1632,409,0.25061275
1632,2,0.00122549
1632,405,0.24816176
1008,428,0.42460317
1632,7,0.00428922
1632,2,0.00122549
752,188,0.25000000
1632,7,0.00428922
1632,502,0.30759804
1632,551,0.33762255
1632,83,0.05085784
1632,664,0.40686275
720,5,0.00694444
1520,3,0.00197368
1632,5,0.00306373
1632,2,0.00122549
1368,291,0.21271930
1248,557,0.44631410
1104,233,0.21105072
1632,395,0.24203431
1632,187,0.11458333
56,24,0.42857143
1632,4,0.00245098
1632,646,0.39583333
1632,614,0.37622549
1632,16,0.00980392
1632,17,0.01041667
1104,67,0.06068841
1632,4,0.00245098
1368,334,0.24415205
864,1,0.00115741
1400,4,0.00285714
1632,5,0.00306373
1040,374,0.35961538
1384,68,0.04913295
384,4,0.01041667
1632,102,0.06250000
704,140,0.19886364
1632,3,0.00183824
1632,813,0.49816176
1632,911,0.55821078
1344,637,0.47395833
1104,220,0.19927536
1632,7,0.00428922
416,117,0.28125000
1632,7,0.00428922
1632,774,0.47426471
1632,903,0.55330882
1632,5,0.00306373
840,182,0.21666667
1632,6,0.00367647
1632,445,0.27267157
1632,132,0.08088235
1632,557,0.34129902
1104,251,0.22735507
1272,442,0.34748428
1528,688,0.45026178
1632,5,0.00306373
1344,262,0.19494048
1632,275,0.16850490
1240,310,0.25000000
1368,93,0.06798246
1632,814,0.49877451
1632,5,0.00306373
1632,659,0.40379902
1632,823,0.50428922
1368,238,0.17397661
1368,34,0.02485380
1632,5,0.00306373
1368,331,0.24195906
1632,4,0.00245098
1168,300,0.25684932
864,283,0.32754630
1632,345,0.21139706
1632,303,0.18566176
1368,16,0.01169591
1632,2,0.00122549
1168,490,0.41952055
1632,7,0.00428922
1632,869,0.53247549
1384,461,0.33309249
1368,268,0.19590643
1632,2,0.00122549
1368,121,0.08845029
1632,8,0.00490196
1384,0,0.00000000
1632,70,0.04289216
1632,281,0.17218137
1632,530,0.32475490
1632,790,0.48406863
1632,254,0.15563725
1632,238,0.14583333
1632,903,0.55330882
1104,223,0.20199275
1368,33,0.02412281
1632,2,0.00122549
1368,83,0.06067251
1104,36,0.03260870
1368,234,0.17105263
1632,653,0.40012255
1632,906,0.55514706
640,74,0.11562500
1120,165,0.14732143
1632,479,0.29350490
1216,301,0.24753289
1632,164,0.10049020
840,123,0.14642857
1632,11,0.00674020
1632,161,0.09865196
1632,4,0.00245098
1632,144,0.08823529
1368,43,0.03143275
1632,3,0.00183824
1632,841,0.51531863
984,156,0.15853659
1632,685,0.41973039
1632,7,0.00428922
1632,2,0.00122549
1632,4,0.00245098
1632,912,0.55882353
1120,264,0.23571429
1176,348,0.29591837
208,14,0.06730769
1104,100,0.09057971
1632,572,0.35049020
1632,775,0.47487745
1632,897,0.54963235
1632,10,0.00612745
1632,6,0.00367647
1632,10,0.00612745
1632,2,0.00122549
1632,11,0.00674020
1632,11,0.00674020
1632,5,0.00306373
1632,8,0.00490196
1632,7,0.00428922
1632,6,0.00367647
1632,2,0.00122549
1632,8,0.00490196
1632,9,0.00551471
1632,8,0.00490196
1632,8,0.00490196
1632,11,0.00674020
1632,2,0.00122549
1632,2,0.00122549
1632,5,0.00306373
1632,8,0.00490196
1632,15,0.00919118
1632,12,0.00735294
1632,10,0.00612745
1632,2,0.00122549
1632,9,0.00551471
1632,8,0.00490196
1632,7,0.00428922
1632,6,0.00367647
1632,11,0.00674020
1632,6,0.00367647
1632,2,0.00122549
1632,7,0.00428922
1632,66,0.04044118
1632,12,0.00735294
1632,10,0.00612745
1632,9,0.00551471
1632,9,0.00551471
1632,9,0.00551471
1632,2,0.00122549
1632,18,0.01102941
1632,6,0.00367647
1632,6,0.00367647
1632,9,0.00551471
1632,6,0.00367647
1632,6,0.00367647
1632,2,0.00122549
1632,14,0.00857843
1632,8,0.00490196
1632,9,0.00551471
1632,9,0.00551471
1632,9,0.00551471
1632,2,0.00122549
1632,2,0.00122549
1632,10,0.00612745
1632,6,0.00367647
1632,6,0.00367647
1632,7,0.00428922
1632,10,0.00612745
1632,2,0.00122549
1632,4,0.00245098
1632,8,0.00490196
1632,10,0.00612745
1632,19,0.01164216
1632,10,0.00612745
1632,2,0.00122549
1632,2,0.00122549
1632,10,0.00612745
1632,8,0.00490196
1632,11,0.00674020
1632,8,0.00490196
1632,12,0.00735294
1632,2,0.00122549
1632,2,0.00122549
1632,10,0.00612745
1632,14,0.00857843
1632,9,0.00551471
1632,12,0.00735294
1632,7,0.00428922
1632,2,0.00122549
1632,6,0.00367647
1632,7,0.00428922
1632,13,0.00796569
1632,6,0.00367647
1632,13,0.00796569
1632,8,0.00490196
1632,2,0.00122549
1632,7,0.00428922
1632,11,0.00674020
1632,5,0.00306373
1632,6,0.00367647
1632,11,0.00674020
1632,2,0.00122549
1632,2,0.00122549
1632,10,0.00612745
1632,9,0.00551471
1632,11,0.00674020
1632,12,0.00735294
1632,9,0.00551471
1632,2,0.00122549
1632,4,0.00245098
1632,7,0.00428922
1632,8,0.00490196
1632,13,0.00796569
1632,5,0.00306373
1632,9,0.00551471
1632,2,0.00122549
1632,10,0.00612745
1632,12,0.00735294
1632,7,0.00428922
1632,11,0.00674020
1632,12,0.00735294
1632,2,0.00122549
1632,2,0.00122549
1632,7,0.00428922
1632,5,0.00306373
1632,12,0.00735294
1632,6,0.00367647
1632,8,0.00490196
1632,2,0.00122549
1632,2,0.00122549
1632,3,0.00183824
1632,4,0.00245098
1632,14,0.00857843
1632,6,0.00367647
1632,8,0.00490196
1632,2,0.00122549
1632,6,0.00367647
1632,9,0.00551471
1632,10,0.00612745
1632,8,0.00490196
1632,13,0.00796569
1632,2,0.00122549
1632,2,0.00122549
1632,7,0.00428922
1632,11,0.00674020
1632,7,0.00428922
1632,5,0.00306373
1632,13,0.00796569
1632,2,0.00122549
1632,2,0.00122549
1632,8,0.00490196
1632,10,0.00612745
1632,8,0.00490196
1632,11,0.00674020
1632,12,0.00735294
1632,2,0.00122549
1632,10,0.00612745
1632,5,0.00306373
1632,10,0.00612745
1632,11,0.00674020
1632,7,0.00428922
1632,4,0.00245098
1632,2,0.00122549
1632,8,0.00490196
1632,6,0.00367647
1632,15,0.00919118
1632,9,0.00551471
1632,8,0.00490196
1632,2,0.00122549
1632,2,0.00122549
1632,7,0.00428922
1632,10,0.00612745
1632,8,0.00490196
1632,5,0.00306373
1632,9,0.00551471
1632,2,0.00122549
1632,5,0.00306373
1632,12,0.00735294
1632,6,0.00367647
1632,4,0.00245098
1632,13,0.00796569
1632,8,0.00490196
1632,2,0.00122549
1632,8,0.00490196
1632,4,0.00245098
1632,8,0.00490196
1632,3,0.00183824
1632,7,0.00428922
1632,3,0.00183824
1632,2,0.00122549
1632,12,0.00735294
1632,8,0.00490196
1632,9,0.00551471
1632,10,0.00612745
1632,5,0.00306373
1632,2,0.00122549
1632,4,0.00245098
1632,5,0.00306373
